abstract_sku,concrete_sku,name.en_US,name.de_DE,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,is_quantity_splittable
SPORTS390,SPORTS390C,"Domyos 520 Fitness Shoes Women's","Domyos 520 Fitness Shoes Women's","Domyos 520 Fitness Shoes Women's | Our passionate fitness team developed these shoes so that you can train regularly and reach your goals., The workout you've been dreaming of! The Decathlon-Knit material provides a snug fit: you'll forget it's even there! Its lateral reinforcements guarantee optimal support., Multidirectional flexibility, Move in every direction with the Hx flex system, Fit, 360° movement, lateral reinforcements help you keep your balance., Cushioning, Cushioning only at the forefoot to protect you from repeated impacts., Customization, Unique shoes with lacing that adapts to your style and support needs.","Domyos 520 Fitness Shoes Women's | Our passionate fitness team developed these shoes so that you can train regularly and reach your goals., The workout you've been dreaming of! The Decathlon-Knit material provides a snug fit: you'll forget it's even there! Its lateral reinforcements guarantee optimal support., Multidirectional flexibility, Move in every direction with the Hx flex system, Fit, 360° movement, lateral reinforcements help you keep your balance., Cushioning, Cushioning only at the forefoot to protect you from repeated impacts., Customization, Unique shoes with lacing that adapts to your style and support needs.",1,1,0
SPORTS391,SPORTS391C,"Road and Gravel Cycling Shoes 100 - Black","Road and Gravel Cycling Shoes 100 - Black","Road and Gravel Cycling Shoes 100 - Black | We've designed these shoes for beginners: comfortable to wear, they can be used both for platform or SPD pedals and allow you walk easily., We've focused on comfort: laces for reliable support, a semi-rigid sole for effective pedalling but that also allows you to walk easily thanks to the rubber sole., Rigidity, Semi-rigid sole for superior pedalling efficiency., Fit, Lacing system provides support suited to bicycle touring., Lightweight, Components designed for walking.Weight: 360 grams in size 8½., Visibility, Reflective inserts at the heel for added safety.","Road and Gravel Cycling Shoes 100 - Black | We've designed these shoes for beginners: comfortable to wear, they can be used both for platform or SPD pedals and allow you walk easily., We've focused on comfort: laces for reliable support, a semi-rigid sole for effective pedalling but that also allows you to walk easily thanks to the rubber sole., Rigidity, Semi-rigid sole for superior pedalling efficiency., Fit, Lacing system provides support suited to bicycle touring., Lightweight, Components designed for walking.Weight: 360 grams in size 8½., Visibility, Reflective inserts at the heel for added safety.",1,1,0
SPORTS392,SPORTS392C,"Men's Mountain Trekking Merino Wool Base Layer Tights / Leggings - MT900","Men's Mountain Trekking Merino Wool Base Layer Tights / Leggings - MT900","Men's Mountain Trekking Merino Wool Base Layer Tights / Leggings - MT900 | Our of mountain trekking enthusiasts designed these thick tights with Merino wool to protect you from the cold., 2 different Merino fabrics are used meaning these tights are the best solution to maintain the perfect body temperature in winter. They are also very functional with their zip fly., Warmth, These thick tights (240 g/sqm) made from Merino wool is comfortable down to 10°, Breathability, Helped by the inserts with their inner side weaved in channels, Freedom of movement, Stretch fabric. Crotch gusset, Odor control, The component limits perspiration odours. Laboratory test ISO 17299-3., Abrasion resistant, Use of a wool yarn protected by a surrounding polyamide yarn, Softness, Ultra-fine (18.5 microns) and very soft merino wool. Does not itch, Weight, Tights weigh just 216 g in size L.","Men's Mountain Trekking Merino Wool Base Layer Tights / Leggings - MT900 | Our of mountain trekking enthusiasts designed these thick tights with Merino wool to protect you from the cold., 2 different Merino fabrics are used meaning these tights are the best solution to maintain the perfect body temperature in winter. They are also very functional with their zip fly., Warmth, These thick tights (240 g/sqm) made from Merino wool is comfortable down to 10°, Breathability, Helped by the inserts with their inner side weaved in channels, Freedom of movement, Stretch fabric. Crotch gusset, Odor control, The component limits perspiration odours. Laboratory test ISO 17299-3., Abrasion resistant, Use of a wool yarn protected by a surrounding polyamide yarn, Softness, Ultra-fine (18.5 microns) and very soft merino wool. Does not itch, Weight, Tights weigh just 216 g in size L.",1,1,0
SPORTS393,SPORTS393C,"Domyos 500 Fitness Cardio Training Leggings Women's","Domyos 500 Fitness Cardio Training Leggings Women's","Domyos 500 Fitness Cardio Training Leggings Women's | Leggings developed by our teams so you never miss a workout!, Opt for these leggings with a trendy print. These leggings have a 2nd-skin effect and elasticated ankles for easy dressing, plus a zip pocket to never again lose your keys., Moisture wicking, Breathable, quick-drying fabric to keep you dry., Stretchy, The stretch fabric provides greater comfort and ease of movement., Opacity, Fabric designed to remain opaque, whatever your movements., Pockets, 1 zipper pocket for storing your keys, tissues, and club membership card.","Domyos 500 Fitness Cardio Training Leggings Women's | Leggings developed by our teams so you never miss a workout!, Opt for these leggings with a trendy print. These leggings have a 2nd-skin effect and elasticated ankles for easy dressing, plus a zip pocket to never again lose your keys., Moisture wicking, Breathable, quick-drying fabric to keep you dry., Stretchy, The stretch fabric provides greater comfort and ease of movement., Opacity, Fabric designed to remain opaque, whatever your movements., Pockets, 1 zipper pocket for storing your keys, tissues, and club membership card.",1,1,0
SPORTS394,SPORTS394C,"FTI500A, High-Waisted Shaping Fitness Leggings, Women's","FTI500A, High-Waisted Shaping Fitness Leggings, Women's","FTI500A, High-Waisted Shaping Fitness Leggings, Women's | These high-waisted shaping leggings offer great value and are perfect for all your workouts. A must-have., You'll never want to take these leggings off: They have a high waist for maximum comfort, breathable and stretchy fabric, a shaping fit to hug your curves, and a phone pocket!, Freedom of movement, Special cut, fabric, and design for moving in all directions: Move at 360°, Moisture wicking, Breathable, quick-drying fabric to keep you dry., Opacity, Opaque fabric that won't be see-through, even when stretched, Shaping, A sculpting effect that highlights your curves, Pockets, Side pocket to store your locker keys or your phone.","FTI500A, High-Waisted Shaping Fitness Leggings, Women's | These high-waisted shaping leggings offer great value and are perfect for all your workouts. A must-have., You'll never want to take these leggings off: They have a high waist for maximum comfort, breathable and stretchy fabric, a shaping fit to hug your curves, and a phone pocket!, Freedom of movement, Special cut, fabric, and design for moving in all directions: Move at 360°, Moisture wicking, Breathable, quick-drying fabric to keep you dry., Opacity, Opaque fabric that won't be see-through, even when stretched, Shaping, A sculpting effect that highlights your curves, Pockets, Side pocket to store your locker keys or your phone.",1,1,0
SPORTS395,SPORTS395C,"Domyos Split-Sole Canvas Demi-Pointe Shoes","Domyos Split-Sole Canvas Demi-Pointe Shoes","Domyos Split-Sole Canvas Demi-Pointe Shoes | Our designers created these split-sole canvas demi-pointe ballet shoes for intermediate ballet dancers for extra flexibility., Split-sole canvas demi-pointe shoes that offer greater suppleness and flexibility at the arch of the foot. The very soft canvas gets even more supple with use. The elastics are pre-sewn onto the heel., Stride, A split sole is more supple and offers greater flexibility., Easy to maintain, Machine washable at 86°F.","Domyos Split-Sole Canvas Demi-Pointe Shoes | Our designers created these split-sole canvas demi-pointe ballet shoes for intermediate ballet dancers for extra flexibility., Split-sole canvas demi-pointe shoes that offer greater suppleness and flexibility at the arch of the foot. The very soft canvas gets even more supple with use. The elastics are pre-sewn onto the heel., Stride, A split sole is more supple and offers greater flexibility., Easy to maintain, Machine washable at 86°F.",1,1,0
SPORTS396,SPORTS396C,"Baby Gym Tracksuit Gym'y","Baby Gym Tracksuit Gym'y","Baby Gym Tracksuit Gym'y | Our baby gym product designers created this tracksuit to support your child's psychomotor development., Light and durable, the perfect tracksuit for all children! Very soft, perfect for Baby Gym. Very easy to care for, it is resistant to repeated washing and dries quickly., Easy to maintain, Easy to wash and dry, time after time.","Baby Gym Tracksuit Gym'y | Our baby gym product designers created this tracksuit to support your child's psychomotor development., Light and durable, the perfect tracksuit for all children! Very soft, perfect for Baby Gym. Very easy to care for, it is resistant to repeated washing and dries quickly., Easy to maintain, Easy to wash and dry, time after time.",1,1,0
SPORTS397,SPORTS397C,"Oxelo Vulca 100 Skate Shoes","Oxelo Vulca 100 Skate Shoes","Oxelo Vulca 100 Skate Shoes | We made these skate shoes out of canvas for longboarders and beginner skaters (no ollies or flips)., Skate shoes with a canvas upper and vulcanized sole, perfect for skateboarding and longboarding., Grip, All-rubber sole to prevent slipping., Precision, Good feel of the board with a flat sole and thin upper., Durability, Reinforced sole at the front and thick cotton canvas upper., Cushioning, Outsole with rubber nubs., Fit, Cotton canvas upper: support and low weight.","Oxelo Vulca 100 Skate Shoes | We made these skate shoes out of canvas for longboarders and beginner skaters (no ollies or flips)., Skate shoes with a canvas upper and vulcanized sole, perfect for skateboarding and longboarding., Grip, All-rubber sole to prevent slipping., Precision, Good feel of the board with a flat sole and thin upper., Durability, Reinforced sole at the front and thick cotton canvas upper., Cushioning, Outsole with rubber nubs., Fit, Cotton canvas upper: support and low weight.",1,1,0
SPORTS398,SPORTS398C,"Domyos Gym'y S500 Warm Breathable Synthetic Gym Tracksuit Girls'","Domyos Gym'y S500 Warm Breathable Synthetic Gym Tracksuit Girls'","Domyos Gym'y S500 Warm Breathable Synthetic Gym Tracksuit Girls' | The basic Gym'y tracksuit is perfect for all types of kids' sports activities and school., This classic tracksuit includes a zip-up jacket and regular-fit bottoms without elasticated ankles. Brushed on the inside for warmth. Lightweight, supple and durable.Easy care., Moisture wicking, Synthetic fabric that absorbs and effectively wicks away perspiration, Warmth, Fabric that protects slightly from the cold. Easy care, Softness, Fabric is brushed on the inside for a comfortable feel against the skin, Stretchy, Stretchy fabric for easy dressing","Domyos Gym'y S500 Warm Breathable Synthetic Gym Tracksuit Girls' | The basic Gym'y tracksuit is perfect for all types of kids' sports activities and school., This classic tracksuit includes a zip-up jacket and regular-fit bottoms without elasticated ankles. Brushed on the inside for warmth. Lightweight, supple and durable.Easy care., Moisture wicking, Synthetic fabric that absorbs and effectively wicks away perspiration, Warmth, Fabric that protects slightly from the cold. Easy care, Softness, Fabric is brushed on the inside for a comfortable feel against the skin, Stretchy, Stretchy fabric for easy dressing",1,1,0
SPORTS399,SPORTS399C,"Domyos 900 Fitness Shoes Women's","Domyos 900 Fitness Shoes Women's","Domyos 900 Fitness Shoes Women's | Our design team developed these shoes for fans of high-intensity circuit training!  Push your limits to hit just one last rep., These women's 900 cardio fitness shoes give the best bounce thanks to the sole, which allows you to change direction quickly and safely., Energy return, Sole offering better rebound for changing direction quickly, Multidirectional flexibility, The grooves in the forefoot optimize multi-directional flexibility, Fit, Reinforcements and adjustable straps for quick changes of direction, Cushioning, Midsole guaranteeing cushioning for repeated movements","Domyos 900 Fitness Shoes Women's | Our design team developed these shoes for fans of high-intensity circuit training!  Push your limits to hit just one last rep., These women's 900 cardio fitness shoes give the best bounce thanks to the sole, which allows you to change direction quickly and safely., Energy return, Sole offering better rebound for changing direction quickly, Multidirectional flexibility, The grooves in the forefoot optimize multi-directional flexibility, Fit, Reinforcements and adjustable straps for quick changes of direction, Cushioning, Midsole guaranteeing cushioning for repeated movements",1,1,0
SPORTS400,SPORTS400C,"Domyos Dynamic Yoga Leggings Women's","Domyos Dynamic Yoga Leggings Women's","Domyos Dynamic Yoga Leggings Women's | Our design team created these technical, breathable and soft leggings to support your yoga practice!, Looking for leggings you can slip on and forget about? Our yogis designed them to feel like a second skin while also being opaque, breathable and supportive! Waistband key pocket., Freedom of movement, Spandex for greater elasticity., Moisture wicking, Technical fabric that absorbs and wicks away perspiration for quick drying., Opacity, Fabric tested to ensure they won't be see-through when doing poses., Softness, Slightly emmerized fabric with a cotton feel.","Domyos Dynamic Yoga Leggings Women's | Our design team created these technical, breathable and soft leggings to support your yoga practice!, Looking for leggings you can slip on and forget about? Our yogis designed them to feel like a second skin while also being opaque, breathable and supportive! Waistband key pocket., Freedom of movement, Spandex for greater elasticity., Moisture wicking, Technical fabric that absorbs and wicks away perspiration for quick drying., Opacity, Fabric tested to ensure they won't be see-through when doing poses., Softness, Slightly emmerized fabric with a cotton feel.",1,1,0
SPORTS401,SPORTS401C,"Nabaiji 500 Fiti Swimming Jammers Boys'","Nabaiji 500 Fiti Swimming Jammers Boys'","Nabaiji 500 Fiti Swimming Jammers Boys' | Designed for intermediate swimmers looking for a simple, versatile jammer stays perfectly in place and lets them train and achieve their athletic goals., The boy's swimsuit is perfect for fitness and cardio training. It stays in place no matter how hard you push, allowing you to achieve your goals., Chlorine resistant, More than 200 hours of use., Stability, Press flat against the skin and allow the swimmer to move without difficulty., Freedom of movement, The spandex-free elastic fabric provides good support., Adjustable, The drawstring makes it easy to adjust the fit around the waist.","Nabaiji 500 Fiti Swimming Jammers Boys' | Designed for intermediate swimmers looking for a simple, versatile jammer stays perfectly in place and lets them train and achieve their athletic goals., The boy's swimsuit is perfect for fitness and cardio training. It stays in place no matter how hard you push, allowing you to achieve your goals., Chlorine resistant, More than 200 hours of use., Stability, Press flat against the skin and allow the swimmer to move without difficulty., Freedom of movement, The spandex-free elastic fabric provides good support., Adjustable, The drawstring makes it easy to adjust the fit around the waist.",1,1,0
SPORTS402,SPORTS402C,"Girls' Light Breathable Gym Jacket W500 - Black Print","Girls' Light Breathable Gym Jacket W500 - Black Print","Girls' Light Breathable Gym Jacket W500 - Black Print | This lightweight jacket is designed for doing activities where your child is sweating and the exercises are more intense., This breathable, lightweight jacket offers effective moisture management.Stay cool and dry when exercising.Very soft, airy, technical fabrics.Non-zip side pockets., Moisture wicking, Excellent perspiration wickingVentilated areas. Quick drying, Stretchy, Fitted cut and fabric containing elastane for optimal freedom of movement., Weight, Lightweight jacket made from synthetic material","Girls' Light Breathable Gym Jacket W500 - Black Print | This lightweight jacket is designed for doing activities where your child is sweating and the exercises are more intense., This breathable, lightweight jacket offers effective moisture management.Stay cool and dry when exercising.Very soft, airy, technical fabrics.Non-zip side pockets., Moisture wicking, Excellent perspiration wickingVentilated areas. Quick drying, Stretchy, Fitted cut and fabric containing elastane for optimal freedom of movement., Weight, Lightweight jacket made from synthetic material",1,1,0
SPORTS403,SPORTS403C,"Women's  Fitness Cardio Training Tank Top 120L","Women's  Fitness Cardio Training Tank Top 120L","Women's  Fitness Cardio Training Tank Top 120L | A long tank top that's stylish and comfortable and designed especially for plus sizes., What's not to love about this tank top? Its racer back and wide straps leave you free to move, while its longer shape keeps you comfortable. Not to mention its great colours., Stretchy, Get moving! This tank top was designed for total freedom of movement., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Lightweight, Maximum comfort from the lightweight, draping and stretchy fabric., Ventilation, The light fabric wicks perspiration to keep you comfortable as you exercise!","Women's  Fitness Cardio Training Tank Top 120L | A long tank top that's stylish and comfortable and designed especially for plus sizes., What's not to love about this tank top? Its racer back and wide straps leave you free to move, while its longer shape keeps you comfortable. Not to mention its great colours., Stretchy, Get moving! This tank top was designed for total freedom of movement., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Lightweight, Maximum comfort from the lightweight, draping and stretchy fabric., Ventilation, The light fabric wicks perspiration to keep you comfortable as you exercise!",1,1,0
SPORTS404,SPORTS404C,"Domyos High-Waisted Urban Dance Leggings Women's","Domyos High-Waisted Urban Dance Leggings Women's","Domyos High-Waisted Urban Dance Leggings Women's | Our passionate team meticulously designed these stretch leggings for urban dancers looking for technical, stylish pants., Missing an urban dance essential? Made from 30% spandex, these leggings perfectly fit your body and allow for full range of motion., Stretchy, Made of 30% spandex for complete ease of movement., Softness, Made partially from cotton lyocell for softness and comfort., Moisture wicking, Breathable material for dancing in complete confidence.","Domyos High-Waisted Urban Dance Leggings Women's | Our passionate team meticulously designed these stretch leggings for urban dancers looking for technical, stylish pants., Missing an urban dance essential? Made from 30% spandex, these leggings perfectly fit your body and allow for full range of motion., Stretchy, Made of 30% spandex for complete ease of movement., Softness, Made partially from cotton lyocell for softness and comfort., Moisture wicking, Breathable material for dancing in complete confidence.",1,1,0
SPORTS405,SPORTS405C,"Domyos Technical Yoga Leggings Women's","Domyos Technical Yoga Leggings Women's","Domyos Technical Yoga Leggings Women's | Looking for technical, natural bottoms for your yoga sessions? Our team has chosen stylish cotton and a slim fit for all of your asanas., Comfy, stretchy leggings made from cotton. The high, flattering waistband supports your stomach so that you can perform any pose you like., Freedom of movement, Spandex for greater elasticity., Stability, A responsive knit and high waistband for confidence in any pose","Domyos Technical Yoga Leggings Women's | Looking for technical, natural bottoms for your yoga sessions? Our team has chosen stylish cotton and a slim fit for all of your asanas., Comfy, stretchy leggings made from cotton. The high, flattering waistband supports your stomach so that you can perform any pose you like., Freedom of movement, Spandex for greater elasticity., Stability, A responsive knit and high waistband for confidence in any pose",1,1,0
SPORTS406,SPORTS406C,"Baby Gym Tracksuit Gym'y","Baby Gym Tracksuit Gym'y","Baby Gym Tracksuit Gym'y | Our baby gym product designers created this tracksuit to support your child's psychomotor development., Light and durable, the perfect tracksuit for all children! Very soft, perfect for Baby Gym. Very easy to care for, it is resistant to repeated washing and dries quickly., Easy to maintain, Easy to wash and dry, time after time.","Baby Gym Tracksuit Gym'y | Our baby gym product designers created this tracksuit to support your child's psychomotor development., Light and durable, the perfect tracksuit for all children! Very soft, perfect for Baby Gym. Very easy to care for, it is resistant to repeated washing and dries quickly., Easy to maintain, Easy to wash and dry, time after time.",1,1,0
SPORTS407,SPORTS407C,"High-Waisted Seamless Fitness Cycling Shorts - Grey","High-Waisted Seamless Fitness Cycling Shorts - Grey","High-Waisted Seamless Fitness Cycling Shorts - Grey | High-waisted sports shorts designed for all your fitness and cardio activities!, Performance and style! With the seamless design, perfect length and high waist, these shorts have a lot going for them: optimal support plus a sporty design!, Stretchy, Get moving! These shorts were designed to follow your every move., Moisture wicking, The breathable fabric dries quickly to keep you dry at all times!, Irritation reduction, Seamless assembly that eliminates chafing., Opacity, Exercise with peace of mind! The fabric isn't see-through, even when stretched.","High-Waisted Seamless Fitness Cycling Shorts - Grey | High-waisted sports shorts designed for all your fitness and cardio activities!, Performance and style! With the seamless design, perfect length and high waist, these shorts have a lot going for them: optimal support plus a sporty design!, Stretchy, Get moving! These shorts were designed to follow your every move., Moisture wicking, The breathable fabric dries quickly to keep you dry at all times!, Irritation reduction, Seamless assembly that eliminates chafing., Opacity, Exercise with peace of mind! The fabric isn't see-through, even when stretched.",1,1,0
SPORTS408,SPORTS408C,"Domyos Ballet and Modern Dance Footless Tights Girls'","Domyos Ballet and Modern Dance Footless Tights Girls'","Domyos Ballet and Modern Dance Footless Tights Girls' | Our team of passionate designers created these footless tights for dancers of all levels who want to dance barefoot., Need footless tights? These comfortable and durable footless tights in semi-opaque voile are perfect for ballet, modern jazz and contemporary dance., Stretchy, The cut and fabric are ideal for a range of expansive movements., Softness, Tights with cotton-lined gusset at the crotch for greater comfort","Domyos Ballet and Modern Dance Footless Tights Girls' | Our team of passionate designers created these footless tights for dancers of all levels who want to dance barefoot., Need footless tights? These comfortable and durable footless tights in semi-opaque voile are perfect for ballet, modern jazz and contemporary dance., Stretchy, The cut and fabric are ideal for a range of expansive movements., Softness, Tights with cotton-lined gusset at the crotch for greater comfort",1,1,0
SPORTS409,SPORTS409C,"700 ml Shaker","700 ml Shaker","700 ml Shaker | The 700 ml shaker was designed by our weight training team to help you easily and smoothly mix all protein powders, With a round base that's easy to clean.A secure cap that stays attached to the shaker so it never gets lost.With a secure snap-on cap, Easy to use, The blades make mixing protein powder easy., Easy to maintain, The round base and design make cleaning easy., Traction, Secure snap-on cap that won't get lost.","700 ml Shaker | The 700 ml shaker was designed by our weight training team to help you easily and smoothly mix all protein powders, With a round base that's easy to clean.A secure cap that stays attached to the shaker so it never gets lost.With a secure snap-on cap, Easy to use, The blades make mixing protein powder easy., Easy to maintain, The round base and design make cleaning easy., Traction, Secure snap-on cap that won't get lost.",1,1,0
SPORTS410,SPORTS410C,"22 kg/49 lb Small Weight Training Resistance Glute Band","22 kg/49 lb Small Weight Training Resistance Glute Band","22 kg/49 lb Small Weight Training Resistance Glute Band | Our passionate strength training designers created these resistance training bands for lower body workouts., Your best ally for working your glutes at home, at the gym, or on your holidays., Choose the resistance based on the level of difficulty you want., Durability, A thick resistance band for extreme durability, Versatility, More than 15 exercises to work your glutes., 2 lengths available, User comfort, Wide with a fabric cover for enhanced comfort during your workouts, Compact design, Small and practical to tuck into your gym or weekend bag","22 kg/49 lb Small Weight Training Resistance Glute Band | Our passionate strength training designers created these resistance training bands for lower body workouts., Your best ally for working your glutes at home, at the gym, or on your holidays., Choose the resistance based on the level of difficulty you want., Durability, A thick resistance band for extreme durability, Versatility, More than 15 exercises to work your glutes., 2 lengths available, User comfort, Wide with a fabric cover for enhanced comfort during your workouts, Compact design, Small and practical to tuck into your gym or weekend bag",1,1,0
SPORTS411,SPORTS411C,"Seamless Short-Sleeved Cropped Fitness T-Shirt - Grey","Seamless Short-Sleeved Cropped Fitness T-Shirt - Grey","Seamless Short-Sleeved Cropped Fitness T-Shirt - Grey | A seamless and stretchy short-sleeved cropped T-shirt for all your fitness workouts!, This technical, stylish cropped T-shirt has a trendy slim fit. It's eco-friendly with a super soft feel for total comfort. Team it with high-waisted leggings for a look that's bang on trend!, Stretchy, Get moving! This cropped top was designed to follow your every move., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Irritation reduction, Say goodbye to discomfort, with this seamless design that avoids friction.","Seamless Short-Sleeved Cropped Fitness T-Shirt - Grey | A seamless and stretchy short-sleeved cropped T-shirt for all your fitness workouts!, This technical, stylish cropped T-shirt has a trendy slim fit. It's eco-friendly with a super soft feel for total comfort. Team it with high-waisted leggings for a look that's bang on trend!, Stretchy, Get moving! This cropped top was designed to follow your every move., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Irritation reduction, Say goodbye to discomfort, with this seamless design that avoids friction.",1,1,0
SPORTS412,SPORTS412C,"Stretchy Boat Neck Cotton Fitness T-Shirt","Stretchy Boat Neck Cotton Fitness T-Shirt","Stretchy Boat Neck Cotton Fitness T-Shirt | Our stylist has combined high-fashion and sportswear with this boat neck T-shirt, designed to be worn to the gym or out and about!, With its soft, draping fabric that keeps you dry and unique neckline that makes all the difference, this shirt would look perfect on you!, Stretchy, The knit fabric naturally provides freedom of movement., Softness, Cotton-rich fibers for softness and comfort., Moisture wicking, Wicks moisture away from the skin.","Stretchy Boat Neck Cotton Fitness T-Shirt | Our stylist has combined high-fashion and sportswear with this boat neck T-shirt, designed to be worn to the gym or out and about!, With its soft, draping fabric that keeps you dry and unique neckline that makes all the difference, this shirt would look perfect on you!, Stretchy, The knit fabric naturally provides freedom of movement., Softness, Cotton-rich fibers for softness and comfort., Moisture wicking, Wicks moisture away from the skin.",1,1,0
SPORTS413,SPORTS413C,"Domyos Educational Gymnastics Band Kids'","Domyos Educational Gymnastics Band Kids'","Domyos Educational Gymnastics Band Kids' | Designed for educational and intensive gymnastics., Perfect for burning off energy while having fun! Great for a home gym., Compact design, Exercise anywhere: easily fits in a pocket. Great for a home gym.","Domyos Educational Gymnastics Band Kids' | Designed for educational and intensive gymnastics., Perfect for burning off energy while having fun! Great for a home gym., Compact design, Exercise anywhere: easily fits in a pocket. Great for a home gym.",1,1,0
SPORTS414,SPORTS414C,"Girls' Gym Crop Top 100","Girls' Gym Crop Top 100","Girls' Gym Crop Top 100 | This sports bra is designed for doing activities where your child doesn't work up a sweat and the exercises require little exertion., Breathable and with a cotton feel.Lined to make it opaque.Racer back for a sporty look.A cotton-rich fabric and subtle colors to wear alone or layered under a T-shirt or tank top., Moisture wicking, Polyester for perspiration wicking. Ventilated areas., Stretchy, Contains spandex for easier dressing and freedom of movement., Opacity, Lined on the front for better coverage, Softness, Cotton-rich fabric for guaranteed softness","Girls' Gym Crop Top 100 | This sports bra is designed for doing activities where your child doesn't work up a sweat and the exercises require little exertion., Breathable and with a cotton feel.Lined to make it opaque.Racer back for a sporty look.A cotton-rich fabric and subtle colors to wear alone or layered under a T-shirt or tank top., Moisture wicking, Polyester for perspiration wicking. Ventilated areas., Stretchy, Contains spandex for easier dressing and freedom of movement., Opacity, Lined on the front for better coverage, Softness, Cotton-rich fabric for guaranteed softness",1,1,0
SPORTS415,SPORTS415C,"Women's Horseback Riding Grippy Gloves","Women's Horseback Riding Grippy Gloves","Women's Horseback Riding Grippy Gloves | Our equestrian designers have developed these gloves for intermediate riders! They protect your hands from chafing from the reins., Our Grippy horseback riding gloves are ideal for regular summer riding as they ensure good contact with the reins. Easy to pull on thanks to the rip-tab fastening!, Freedom of movement, Fastens with a rip-tab on the wrist., Grip, Synthetic fabric allows you to grip the reins firmly., Abrasion resistant, Wear-resistant synthetic fabric on palm. Reinforced where reins pass through., User comfort, Stretch fabric and close-fitting cut, fits the shape of your hand perfectly., Breathability, Lightweight fabric and small holes on the fingers for good air circulation.","Women's Horseback Riding Grippy Gloves | Our equestrian designers have developed these gloves for intermediate riders! They protect your hands from chafing from the reins., Our Grippy horseback riding gloves are ideal for regular summer riding as they ensure good contact with the reins. Easy to pull on thanks to the rip-tab fastening!, Freedom of movement, Fastens with a rip-tab on the wrist., Grip, Synthetic fabric allows you to grip the reins firmly., Abrasion resistant, Wear-resistant synthetic fabric on palm. Reinforced where reins pass through., User comfort, Stretch fabric and close-fitting cut, fits the shape of your hand perfectly., Breathability, Lightweight fabric and small holes on the fingers for good air circulation.",1,1,0
SPORTS416,SPORTS416C,"Nyamba Salto Gym and Pilates Leggings Women's","Nyamba Salto Gym and Pilates Leggings Women's","Nyamba Salto Gym and Pilates Leggings Women's | These leggings will not let you down in your workouts!, Simply indispensable. These leggings will not let you down in your workouts!, Softness, Cotton-rich fabric for greater softness and comfort., Stretchy, Fabric made with spandex to ensure freedom of movement.","Nyamba Salto Gym and Pilates Leggings Women's | These leggings will not let you down in your workouts!, Simply indispensable. These leggings will not let you down in your workouts!, Softness, Cotton-rich fabric for greater softness and comfort., Stretchy, Fabric made with spandex to ensure freedom of movement.",1,1,0
SPORTS417,SPORTS417C,"Kipsta F500Z Soccer Shorts with Zip Pockets","Kipsta F500Z Soccer Shorts with Zip Pockets","Kipsta F500Z Soccer Shorts with Zip Pockets | Our soccer designers have developed these F500 Zip soccer shorts for training sessions and matches up to 3 times per week., To make it easier for you to run and perform your favorite tricks, we have designed these durable F500Z soccer shorts with 2 zip-up pockets and good freedom of movement., Freedom of movement, The garment's cut is specially designed to let you do all your soccer moves., Pockets, 2 zip pockets for storing keys, whistle, and stopwatch., Water repellent, Fabric prevents water from passing through, and dries quickly., Durability, Stands up to regular use (2 to 3 times per week) and abrasive wear., Stability, Elasticated waistband and drawstring ensure shorts stay in place., Lightweight, Light, comfortable shorts. 6 oz in size L., Moisture wicking, Made from fabric that wicks away perspiration., Easy to maintain, Wash inside out at 86°F, with zipper closed.","Kipsta F500Z Soccer Shorts with Zip Pockets | Our soccer designers have developed these F500 Zip soccer shorts for training sessions and matches up to 3 times per week., To make it easier for you to run and perform your favorite tricks, we have designed these durable F500Z soccer shorts with 2 zip-up pockets and good freedom of movement., Freedom of movement, The garment's cut is specially designed to let you do all your soccer moves., Pockets, 2 zip pockets for storing keys, whistle, and stopwatch., Water repellent, Fabric prevents water from passing through, and dries quickly., Durability, Stands up to regular use (2 to 3 times per week) and abrasive wear., Stability, Elasticated waistband and drawstring ensure shorts stay in place., Lightweight, Light, comfortable shorts. 6 oz in size L., Moisture wicking, Made from fabric that wicks away perspiration., Easy to maintain, Wash inside out at 86°F, with zipper closed.",1,1,0
SPORTS418,SPORTS418C,"Van Rysel 520 Insulated and High Visibility Winter Cycling Vest","Van Rysel 520 Insulated and High Visibility Winter Cycling Vest","Van Rysel 520 Insulated and High Visibility Winter Cycling Vest | This jacket has been developed to protect you from drizzle in cold, damp conditions and make you visible thanks to the reflective areas., The waterproof front of this vest provides protection against light rain.In addition, the neon color and reflective areas will make you more visible day and night., Waterproof, Front part of the vest is waterproof and windproof., Visibility, Neon yellow for visibility in the day, reflective patches for riding at night., Breathability, Back made of mesh fabric for excellent breathability., Pockets, 1 secure pocket with compartments in the back.","Van Rysel 520 Insulated and High Visibility Winter Cycling Vest | This jacket has been developed to protect you from drizzle in cold, damp conditions and make you visible thanks to the reflective areas., The waterproof front of this vest provides protection against light rain.In addition, the neon color and reflective areas will make you more visible day and night., Waterproof, Front part of the vest is waterproof and windproof., Visibility, Neon yellow for visibility in the day, reflective patches for riding at night., Breathability, Back made of mesh fabric for excellent breathability., Pockets, 1 secure pocket with compartments in the back.",1,1,0
